.	u--------	.
θαρρεῖν	v--pna---	θαρσέω
γάρ	g--------	γάρ
ἐστιν	v3spia---	εἰμί
","	u--------	","
οὐ	d--------	οὐ
κακίζειν	v--pna---	κακίζω
τοῦτο	p-s---na-	οὗτος
σε	p2s---ca-	σύ
.	u--------	.
Πέρας	d--------	πέρας
εἴληφεν	v3sria---	λαμβάνω
ἡ	l--------	ὁ
τοῦ	l-s---mg-	ὁ
κλήμακος	n-s---mg-	Κλῖμαξ
δέλτος	n-s---fn-	δέλτος
·	u--------	·
πολλὴν	a-s---fa-	πολύς
κομόντα	v-sppama-	κομάω
τέρψεως	n-s---fg-	τέρψις
εὐμορφία	n-s---fn-	εὐμορφία
·	u--------	·
μᾶλλον	d-------c	μᾶλλον
δὲ	g--------	δέ
συγχώρην	a-s---fa-	σύγχωρος
καὶ	c--------	καί
εὐεξίαν	n-s---fa-	εὐεξία
·	u--------	·
πάσι	a-p---md-	πᾶς
βραβεύει	v3spia---	βραβεύω
τοῖς	l-p---md-	ὁ
λίαν	d--------	λίαν
ἐπταικῶσιν	v-prpamd-	πταίω
·	u--------	·
τρίβον	n-s---ma-	τρίβος
δʹ	g--------	δέ
ἀνοίγει	v3spia---	ἀνοίγω
τῆς	l-s---fg-	ὁ
θείας	a-s---fg-	θεῖος
μετανοίας	n-s---fg-	μετάνοια
·	u--------	·
καὶ	c--------	καί
τοὺς	l-p---ma-	ὁ
θυμηρῶς	d--------	θυμαρής
ταύτην	p-s---fa-	οὗτος
ἀσπαζομένους	v-pppema-	ἀσπάζω
·	u--------	·
εἰς	r--------	εἰς
οὐρανίαν	a-s---fa-	οὐράνιος
ἀπόλαυσιν	n-s---fa-	ἀπόλαυσις
εἰσάγει	v3spia---	εἰσάγω
·	u--------	·
δια	r--------	διά
κύριον	n-s---ma-	κύριος
οἱ	l-p---mn-	ὁ
ταύτην	p-s---fa-	οὗτος
διελθόντες	v-papamn-	διέρχομαι
·	u--------	·
λεοντίω	n-s---md-	Λεόντιος
τλήμονι	a-s---md-	τλήμων
τῶ	l-s---md-	ὁ
νοταρίῳ	n-s---md-	νοτάριος
τῶ	l-s---md-	ὁ
ἐξ	r--------	ἐξ
ἰτταῶν	n-p---ng-	Ἰτταός
χῶρου	n-s---mg-	χῶρος
καταγομένω	v-sppemd-	κατάγω
τῶ	l-s---md-	ὁ
καὶ	c--------	καί
ξύσαντι	n-s---md-	
τὸ	l-s---na-	ὁ
ἡδὺ	a-s---na-	ἡδύς
τοῦτο	p-s---na-	οὗτος
μέλος	n-s---na-	μέλος
·	u--------	·
σὺν	r--------	σύν
τῶ	l-s---md-	ὁ
κτήτορι	n-s---md-	κτήτωρ
μοναχῷ	a-s---md-	μοναχός
(...)	n-s---fa-	lacuna
(...)	n-s---md-	lacuna
ἀεννάως	d--------	ἀέναος
ἅπαντες	a-p---mn-	ἅπας
εὔχεσθε	v2ppie---	εὔχομαι
μᾶλα	d--------	μάλα
Πέτρου	n-s---mg-	Πέτρος
μιμητὴς	n-s---mn-	μιμητής
μάρκος	n-s---mn-	Μάρκος
ὀφθεὶς	v-sappmn-	ὁράω
τοῖς	l-p---md-	ὁ
τρόποις	n-p---md-	τρόπος
:	u--------	:
Δίκαιον	a-s---na-	δίκαιος
οὐκ	d--------	οὐ
ἔκρινε	v3saia---	κρίνω
μὴ	d--------	μή
καὶ	c--------	καί
τοῖς	l-p---md-	ὁ
λόγοις	n-p---md-	λόγος
:	u--------	:
Εἶναι	v--pna---	εἰμί
μιμητὴν	n-s---ma-	μιμητής
αὐτὸν	p-s---ma-	αὐτός
ὡς	d--------	ὡς
καὶ	c--------	καί
τοῦ	l-s---mg-	ὁ
τρόπου	n-s---mg-	τρόπος
:	u--------	:
Διὸ	d--------	διό
βραχὺν	a-s---ma-	βραχύς
θεὶς	v-sapamn-	τίθημι
τοῦ	l-s---mg-	ὁ
μακροῦ	a-s---mg-	μακρός
λόγου	n-s---mg-	λόγος
λόγον	n-s---ma-	λόγος
:	u--------	:
Μικρὰ	a-p---na-	μικρός
μὲν	g--------	μέν
εἶπε	v3saia---	λέγω
ρήματ	n-p---na-	ῥῆμα
	u--------	
εὐλογιστίας	n-s---fg-	εὐλογιστία
:	u--------	:
Ἑνὸς	m-s---mg-	εἶς
δὲ	g--------	δέ
μὴ	d--------	μή
δέοντα	v-pppana-	δέω
τῶν	l-p---mg-	ὁ
λοιπῶν	a-p---mg-	λοιπός
ὅρου	n-s---mg-	ὅρος
:	u--------	:
Πέτρου	n-s---mg-	Πέτρος
μυηθεὶς	v-sappmn-	μυέω
τοῖς	l-p---md-	ὁ
ἀπορρήτοις	a-p---md-	ἀπόρρητος
λόγοις	n-p---md-	λόγος
;	u--------	;
Τὴν	l-s---fa-	ὁ
τοῦ	l-s---mg-	ὁ
θεοῦ	n-s---mg-	θεός
κένωσιν	n-s---fa-	κένωσις
εἰς	r--------	εἰς
βροτῶν	n-p---mg-	βροτός
φύσιν	n-s---fa-	φύσις
·	u--------	·
Ἐν	r--------	ἐν
ᾗ	p-s---fd-	ὅς
τὸ	l-s---na-	ὁ
διπλοῦν	a-s---na-	διπλόος
ὢν	v-s---na-	εἰμί
θεάνθρωπος	n-s---mn-	θεάνθρωπος
φέρει	v3spia---	φέρω
;	u--------	;
Ταύτην	p-s---fa-	οὗτος
καθεξῆς	d--------	καθεξῆς
συντίθησι	v3spia---	συντίθημι
πανσόφως	d--------	πάνσοφος
·	u--------	·
Ὁ	l-s---mn-	ὁ
δευτερεύων	v-sppamn-	δευτερεύω
μάρκος	n-s---mn-	Μάρκος
ἐν	r--------	ἐν
θεογράφοις	a-p---md-	θεόγραφος
·	u--------	·
+	u--------	+
πίναξ	n-s---mn-	πίναξ
ἀκρίβὴς	a-s---mn-	ἀκριβής
τῆς	l-s---fg-	ὁ
γραφῆς	n-s---fg-	γραφή
τοῦ	l-s---ng-	ὁ
βιβλίου	n-s---ng-	βιβλίον
+	u--------	+
‧:‧	u--------	‧:‧
πίναξ	n-s---mn-	πίναξ
ἀκριβὴς	a-s---mn-	ἀκριβής
τῆς	l-s---fg-	ὁ
παρούσης	v-sppafg-	πάρειμι
πυξίδος	n-s---fg-	πυξίς
:	u--------	:
πίναξ	n-s---mn-	πίναξ
ἀκριβὴς	d-----mn-	ἀκριβής
τοῦ	l-s---ng-	ὁ
παρόντος	v-sppang-	πάρειμι
βιβλίου	n-s---ng-	βιβλίον
:+	u--------	:+
Πρῶτον	a-s---na-	Πρῶτος
τελώνης	n-s---mn-	τελώνης
τῶν	l-p---mg-	ὁ
ἰουδαίων	a-p---mg-	Ἰουδαῖος
πέλων	v-sppamn-	πέλω
","	u--------	","
Τὸ	l-s---na-	ὁ
δεύτερον	a-s---na-	δεύτερος
φέριστε	a-s---mvs	φέρσιτος
τῆς	l-s---fg-	ὁ
τοῦ	l-s---mg-	ὁ
κυρίου	n-s---mg-	κύριος
","	u--------	","
Εὐαγγελιστὴς	n-s---mn-	εὐαγγελιστής
σαρκικῆς	a-s---fg-	σαρκικός
παρουσίας	n-s---fg-	παρουσία
","	u--------	","
Γραφεύς	n-s---mn-	γραφεύς
τε	g--------	τε
πιστὸς	a-s---mn-	πιστός
τῶν	l-p---mg-	ὁ
ἀληθῆ	a-p---na-	ἀληθής
θαυμάτων	n-p---ng-	θαῦμα
","	u--------	","
Αὐτοῦ	p-s---mg-	αὐτός
πέφηνας	v2srie---	φαίνω
καὶ	c--------	καί
τρίβους	n-p---ma-	τρίβος
σωτηρίας	n-s---fg-	σωτηρία
","	u--------	","
Πολλοὺς	a-p---ma-	πολύς
ὁδηγῶν	v-sppamn-	ὁδηγέω
πρὸς	r--------	πρός
θεὸν	n-s---ma-	θεός
σεσωσμένους	v-prpema-	σῴζω
","	u--------	","
Διὸ	d--------	διό
πρὸς	r--------	πρός
αὐτὸν	p-s---ma-	αὐτός
ὡς	d--------	ὡς
ἔχων	v-sppamn-	ἔχω
παρρησίαν	n-s---fa-	παρρησία
","	u--------	","
Ματθαῖε	n-s---mv-	Ματθαῖος
κλεινὲ	a-s---mv-	κλεινός
τῶν	l-p---mg-	ὁ
ἀποστόλων	n-p---mg-	ἀπόστολος
γέρας	n-s---mv-	γέρας
","	u--------	","
Τὸν	l-s---ma-	ὁ
τήνδε	p-s---fa-	ὅδε
σου	p2s---cg-	σὐ
τεύξαντα	v-sapama-	τεύχω
τὴν	l-s---fa-	ὁ
βίβλον	n-s---fa-	βύβλος
πόθω	n-s---md-	πόθος
","	u--------	","
Πίστει	n-s---fd-	πίστις
τε	g--------	τε
θερμὴ	a-s---fd-	θερμός
καὶ	g--------	καί
καλὴ	a-s---fd-	καλός
προαιρέσει	n-s---fd-	προαίρεσις
","	u--------	","
Πορφύριον	n-s---ma-	Πορφύριος
τλήμονα	a-s---ma-	τλήμων
τὸν	l-s---ma-	ὁ
καλιγράφων	n-p---mg-	καλλιγράφος
","	u--------	","
Ταῖς	l-p---fd-	ὁ
σαῖς	a-p---fd-	σός
σαώζοις	n-p---fd-	
καὶ	c--------	καί
ποδηγοῖς	a-p---fd-	ποδηγός
εὐκτείαις	n-p---fd-	εὐκτεία
·	u--------	·
Καὶ	g--------	καί
χρηστὸν	a-s---na-	χρηστός
ἕξιν	v--fna---	ἔχω
τοῦ	l-s---mg-	ὁ
βίου	n-s---mg-	βίος
νέμοις	v2spoa---	νέμω
τέλος	n-s---na-	τέλος
:‒	u--------	:‒
(…	u--------	(…
άλπιγξ	n-s---fn-	σάλπιγξ
μεγίστη	a-s---fns	μέγας
·	u--------	·
τῶν	l-p---mg-	ὁ
λόγων	n-p---mg-	λόγος
λουκᾶς	n-s---mn-	Λουκᾶς
πέλει	v3spia---	πέλω
:	u--------	:
(…	u--------	(…
άλπιγξ	n-s---fn-	σάλπιγξ
σοβοῦσα	v-sppafn-	σοβέω
·	u--------	·
τὴν	l-s---fa-	ὁ
πλάνην	n-s---fa-	πλάνη
τῶν	l-p---mg-	ὁ
δαιμόνων	n-p---mg-	δαίμων
:	u--------	:
(…	u--------	(…
αὶ	g--------	καί
πρὸς	r--------	πρός
βίον	n-s---ma-	βίος
λήγοντα	v-sppama-	λήγω
·	u--------	·
μηδαμῶς	d--------	μηδαμός
γένος	n-s---na-	γένος
:	u--------	:
(…	u--------	(…
ροτῶν	n-p---mg-	βροτός
τρέχειν	v--pna---	τρέχω
πείθουσα	v-sppafn-	πείθω
·	u--------	·
καὶ	g--------	καί
ψυχῶν	n-p---fg-	ψυχή
νόσον	n-s---fa-	νόσος
:	u--------	:
(…	u--------	(…
οῖς	l-p---nd-	ὁ
φαρμάκοις	n-p---nd-	φάρμακον
λύουσα	v-sppafn-	λύω
τῶν	l-p---mg-	ὁ
χρηστῶν	a-p---mg-	χρηστός
λόγων	n-p---mg-	λόγος
˙	u--------	˙
(…	u--------	(…
ατρὸς	n-s---mn-	ἰατρός
γὰρ	g--------	γάρ
σωμάτων	n-p---ng-	σῶμα
καὶ	g--------	καί
ψυχῶν	n-p---fg-	ψυχή
μέγας	a-s---mn-	μέγας
:	u--------	:
Σελασφόροις	a-p---fd-	σελασφόρος
λάμψεσι	n-p---fd-	λάμψις
τοῦ	l-s---mg-	ὁ
παρακλήτου	n-s---mg-	παράκλητος
:-	u--------	:-
τὸν	l-s---ma-	ὁ
νοῦν	n-s---ma-	νοῦς
ἐλαμφθείς	v-sappmn-	ἐλλάμπω
","	u--------	","
ὧ	i--------	ὦ
ματθαῖε	n-s---mv-	Ματθαῖος
θεόπτα	n-s---mv-	θεόπτης
:-	u--------	:-
τὴν	l-s---fa-	ὁ
τοῦ	l-s---mg-	ὁ
λόγου	n-s---mg-	λόγος
σάρκωσιν	n-s---fa-	σάρκωσις
ἀφράστω	a-s---md-	ἄφραστος
τρόπω	n-s---md-	τρόπος
:-	u--------	:-
κατίγγειλας	v2saia---	καταγγέλλω
ἄριστα	d-------s	ἀγαθός
","	u--------	","
τη	l-s---fd-	ὁ
χθονὶ	n-s---fd-	χθών
πάση	a-s---fd-	πᾶς
:-	u--------	:-
+	u--------	+
σιγᾶν	v--pna---	σιγάω
πέπεικε	v3sria---	πείθω
τὴν	l-s---fa-	ὁ
θρασύστομον	a-s---fa-	θρασύστομος
φρένα	n-s---fa-	φρήν
:~	u--------	:~
τὸ	l-s---nn-	ὁ
χρυσόρειθρον	a-s---nn-	χρυσορρεῖθρος
τῶν	l-p---ng-	ὁ
νοημάτων	n-p---ng-	νόημα
στόμα	n-s---nn-	στόμα
:~	u--------	:~
σκέποι	v3spoa---	σκέπω
σε	p2s---ca-	σύ
χριστὸς	n-s---mn-	Χριστός
εὐλογῶν	v-sppamn-	εὐλογέω
ῥώμης	n-s---fg-	Ῥώμη
ἄναξ	n-s---mv-	ἄναξ
·	u--------	·
σὺν	r--------	σύν
βασιλίδι	n-s---fd-	βασιλίς
τῆ	l-s---fd-	ὁ
πανευγενεστάτη	a-s---fds	πανευγενής
·	u--------	·
+	u--------	+
Σοὶ	p2s---cd-	σύ
πρέπει	v3spia---	πρέπω
δόξα	n-s---fn-	δόξα
τῶ	l-s---md-	ὁ
πατρὶ	n-s---md-	πατήρ
καὶ	g--------	καί
τῶ	l-s---md-	ὁ
λόγω	n-s---md-	λόγος
Σὺν	r--------	σύν
τῷ	l-s---nd-	ὁ
συσθένῳ	a-s---nd-	σύσθενος
πνεύματι	n-s---nd-	πνεῦμα
καὶ	g--------	καί
συμμόρφω	a-s---nd-	σύμμορφος
Θεὲ	n-s---mv-	θεός
τοῦ	l-s---ng-	ὁ
παντὸς	a-s---ng-	πᾶς
ὁμοούσιε	a-s---fv-	ὁμοούσιος
δόξα	n-s---fv-	δόξα
Ἓν	m-s---nn-	εἷς
προσκύνημα	n-s---nn-	προσκύνημα
καὶ	g--------	καί
λατρεία	n-s---fn-	λατρεία
ἡ	l-s---fn-	ὁ
μία	m-s---fn-	εἷς
Ἕνεκεν	r--------	ἕνεκα
πάντων	a-p---ng-	πᾶς
ὧν	p-p---cg-	ὅς
τε	g--------	τε
ἴσμεν	v1pria---	οἶδα
κ	g--------	καί
ʹ	u--------	ʹ
οὔκ	d--------	οὔ
ἴσμεν	v1pria-	οἶδα
Εὐχαριστοῦμεν	v1ppia---	εὐχαριστέω
δοξολογοῦμεν	v1ppia---	δοξολογέω
φόβω	n-s---md-	φόβος
.	u--------	.
+	u--------	+
σὸν	p-s---ma-	σός
νόον	n-s---ma-	νόος
ἀρδεύσας	v-sapamn-	ἀρδεύω
διονύσιε	n-s---mv-	Διονύσιος
χεύμασι	n-p---nd-	χεῦμα
παύλου	n-s---mg-	Παῦλος
·	u--------	·
καὶ	g--------	καί
τριφαοῦς	a-s---fg-	τριφαής
θεότητος	n-s---fg-	θεότης
ὅλην	a-s---fa-	ὅλος
ἀκτίνα	n-s---fa-	ἀκτίς
ποθήσας	v-sapamn-	ποθέω
·	u--------	·
ἄφθιτον	a-s---fn-	ἄφθιτος
ἀνθρώποις	n-p---md-	ἄνθρωπος
θεωνυμίης	n-s---fg-	θεωνυμία
πόραις	v2saia---	πόρω
αἴγλην	n-s---fa-	αἴγλη
σταυρὸς	n-s---mn-	σταυρός
φύλαξ	n-s------	φύλαξ
ἄριστος	a-s---mns	ἀγαθός
ἐδραία	a-s---fn-	ἑδραῖος
σκέπη	n-s---fd-	σκέπη
·	u--------	·
τεῖχος	n-s---nn-	τεῖχος
ὀχυρὸν	a-s---nn-	ὀχυρός
δαίμονας	n-p---ma-	δαίμων
ταρβοῦν	v-sppann-	ταρβέω
ὅπλον	n-s---nn-	ὅπλον
·	u--------	·
ἐστὼς	v-srpamn-	ἵστημι
ἐν	r--------	ἐν
ἀρχῇ	n-s---fd-	ἀρχή
βιβλίου	n-s---ng-	βιβλίον
τοῦδε	p-s---cg-	ὅδε
σκέπει	v3spia---	σκέπω
διδοὺς	v-sppa---	δίδωμι
ἀρωγὸν	a-s---ma-	ἀρωγός
χεῖρα	n-s---fa-	χείρ
τῶ	l-s---md-	ὁ
κεκτημένω	v-srpemd-	κτάομαι
·:·	u--------	·:·
Σὺ	p2s---cn-	σύ
τοὺς	l-p---ma-	ὁ
σοφοὺς	a-p---ma-	σοφός
ἅπαντας	a-p---ma-	ἅπας
ἐν	r--------	ἐν
τῶι	l-s---md-	ὁ
πανσόφωι	a-s---nd-	πάνσοφος
νικᾶις	v2spia---	νικάω
λόγων	n-p---mg-	λόγος
σου	p2s---cg-	σύ
","	u--------	","
διονύσιε	n-s---mg-	Διονύσιος
κράτει	n-s---nd-	κράτος
·	u--------	·
πλὴν	c--------	πλήν
ἄλλος	p-s---cn-	ἄλλος
οὐκ	d--------	οὐ
ὢν	v-sppamn-	εἰμί
καὶ	g--------	καί
δοκῶν	v-sppamn-	δοκέω
σοφὸς	a-s---mn-	σοφός
πάτερ	n-s---mv-	πατήρ
.	u--------	.
τῶν	l-p---mg-	ὁ
σῶν	p-p---mg-	σός
ἀγώνων	n-p---mg-	ἀγών
ἆθλα	n-p---na-	ἆθλον
τολμήσας	v-sapamn-	τολμάω
γράφει	v3spia---	γράφω
·	u--------	·
φόβωι	n-s---md-	φόβος
δὲ	g--------	δέ
συλλέξαντες	v-papamn-	συλλέγω
ἡμεῖς	p1p---cn-	ἐγώ
καὶ	g--------	καί
πόθωι	n-s---md-	πόθος
.	u--------	.
συντάττομέν	v1ppia---	συντάττω
σου	p2s---cg-	σύ
τὸν	l-s---ma-	ὁ
βίον	n-s---ma-	βίος
καὶ	g--------	καί
τὸν	l-s---ma-	ὁ
δρόμον	n-s---ma-	δρόμος
·	u--------	·
ἐν	r--------	ἐν
συντόμωι	a-s---md-	σύντομος
μὲν	g--------	μέν
.	u--------	.
μὴ	d--------	μή
λελοιπότες	v-prpamn-	λείπω
δέ	g--------	δέ
τι	p-s---ca-	τις
·	u--------	·
ὅπως	c--------	ὅπως
ἔχοιεν	v3ppoa---	ἔχω
οἱ	l-p---mn-	ὁ
θέλοντες	v-pppamn-	ἐθέλω
πολλάκις	d--------	πολλάκις
ἐγκωμιάζειν	v--pna---	ἐγκωμιάζω
σὴν	p-s---ca-	σός
ὑπὲρ	r--------	ὑπέρ
λόγον	n-s---ma-	λόγος
χάριν	n-s---fa-	χάρις
.	u--------	.
ὕλης	n-s---fg-	ὕλη
ἀφορμὴν	n-s---fa-	ἀφορμή
εὐχερῆ	a-s---fa-	εὐχερής
","	u--------	","
πρὸς	r--------	πρός
τὸν	l-s---ma-	ὁ
λόγον	n-s---ma-	λόγος
·	u--------	·
+	u--------	+
Τὰς	l-p---fa-	ὁ
σὰς	p-p---fa-	σός
ἐπιγνούς	v-sapamn-	ἐπιγιγνώσκω
","	u--------	","
ὦ	i--------	ὦ
πάτερ	n-s---mv-	πατήρ
","	u--------	","
παραινέσεις	n-p---fa-	παραίνεσις
","	u--------	","
τὸ	l-s---na-	ὁ
γνῶθι	v2sam----	γιγνώσκω
σαυτὸν	p2s---cg-	σεαυτοῦ
ἐκδιδάσκομαι	v1spip---	ἐκδιδάσκω
λέγειν	v--pna---	λέγω
τέρμα	n-s---nn-	τέρμα
τῶν	l-p---mg-	ὁ
λόγων	n-p---mg-	λόγος
μάρκου	n-s---mg-	Μάρκος
τοῦ	l-s---mg-	ὁ
θεοφθόγγου	n-s---mg-	θεόφθογγος
γραφεντα	v-pappnn-	γράφω
χειρὶ	n-s---fd-	χείρ
μοναχοῦ	a-s---ng-	μοναχός
νικολάου	n-s---mg-	Νικόλαος
+	u--------	+
		
⁘	u--------	⁘
χριστὲ	n-s---mv-	Χριστός
παράσχου	v2same---	παρέχω
τοῖς	l-p---md-	ὁ
ἐμοῖς	p-p---md-	ἐμός
πόνοις	n-p---md-	πόνος
χάριν	n-s---fa-	χάρις
		
⁘	u--------	⁘
+	u--------	+
γενοῦ	v-same---	γίγνομαι
βοηθὸς	n-s---mn-	βοηθός
χριστὲ	n-s---mv-	Χριστός
τῶ	l-s---md-	ὁ
κωνσταντίνω	n-s---md-	Κωνσταντῖνος
+	u--------	+
Τὴν	l-s---fa-	ὁ
μυστικὴν	a-s---fa-	μυστικός
σάλπιγγα	n-s---fa-	σάλπιγξ
","	u--------	","
τὸν	l-s---ma-	ὁ
βροντῆς	n-s---fg-	βροντή
γόνον	n-s---ma-	γόνος
:–	u--------	:–
ὃς	p-----cn-	ὅς
ἦν	v3siia---	εἰμί
ἐν	r--------	ἐν
ἀρχῇ	n-s---fd-	ἀρχή
","	u--------	","
πρὸς	r--------	πρός
θεὸν	n-s---ma-	θεός
λόγος	n-s---mn-	λόγος
γράφων	v-sppamn-	γράφω
·	u--------	·
πᾶσαν	a-s---fa-	πᾶς
φαεινῶς	d--------	φαεινός
φωτὶ	n-s---md-	φῶς
φωτίζει	v3spia---	φωτίζω
φρένα	n-s---fa-	φρήν
·	u--------	·
ὁ	l-s---mn-	ὁ
χρυσορήμων	a-s---mn-	χρυσορρήμων
εὐφυῶς	d--------	εὐφυής
σαφηνίσας	v-sapamn-	σαφηνίζω
·	u--------	·
τῶν	l-p---mg-	ὁ
εὐσεβῶν	a-p---mg-	εὐσεβής
μὲν	g--------	μέν
ἐκράτυνε	v3saia---	κρατύνω
τὰ	l-p---na-	ὁ
στίφη	n-p---na-	στῖφος
·	u--------	·
τῶν	l-p---mg-	ὁ
δυσσεβῶν	a-p---mg-	δυσσεβής
δὲ	g--------	δέ
τὰς	l-p---fa-	ὁ
πλωκὰς	n-p---fa-	πλοκή
ἀνατρέπει	v3spia---	ἀνατρέπω
·	u--------	·
+	u--------	+
τὸ	l-s---nn-	ὁ
θαῦμα	n-s---nn-	θαῦμα
καινὸν	a-s---nn-	καινός
ὧδε	d--------	ὅδε
τῶν	l-p---ng-	ὁ
ὁρωμένων	v-ppppng-	ὁράω
·	u--------	·
χριστὸς	n-s---mn-	Χριστός
προτείνει	v3spia---	προτείνω
δεξιᾶ	n-s---fd-	δεξιά
ζωηφόρω	a-s---fd-	ζωηφόρος
ἐξ	r--------	ἐκ
οὐρανοῦ	n-s---mg-	οὐρανός
τὸ	l-s---na-	ὁ
στέμμα	n-s---na-	στέμμα
σύμβολον	n-s---na-	σύμβολον
κράτους	n-s---ng-	κράτος
.	u--------	.
πιστῶ	a-s---md-	πιστός
κραταιῶ	a-s---md-	κραταιός
δεσπότη	n-s---md-	δεσπότης
βασιλείω	n-s---md-	Βασίλειος
·	u--------	·
κάτωθεν	d--------	κάτωθεν
οἱ	l-p---mn-	ὁ
πρώτιστοι	a-p---mns	πρῶτος
τῶν	l-p---mg-	ὁ
ἀσωμάτων	a-p---mg-	ἀσώματος
.	u--------	.
ὁ	l-s---mn-	ὁ
μὲν	g--------	μέν
λαβὼν	v-sapamn-	λαμβάνω
ἤνεγκε	v3saia---	φέρω
καὶ	g--------	καί
χαίρων	v-sppamn-	χαίρω
στέφει	v3spia---	στέφω
·	u--------	·
ὁ	l-s---mn-	ὁ
δὲ	g--------	δέ
προσάπτων	v-sppamn-	προσάπτω
τῶ	l-s---nd-	ὁ
κράτει	n-s------	κράτος
καὶ	g--------	καί
τὰς	l-p---fa-	ὁ
νίκας	n-p---fa-	νίκη
·	u--------	·
ῥομφαῖαν	n-s---fa-	ῥομφαία
·	u--------	·
ὅπλον	n-s---na-	ὅπλον
ἐκφοβοῦν	v-sppana-	ἐκφοβέω
ἐναντίους	a-p---ma-	ἐναντίος
.	u--------	.
φέρων	v-sppamn-	φέρω
δίδωσι	v3spia---	δίδωμι
χειρὶ	n-s---fd-	χείρ
τῆ	l-s---fd-	ὁ
τοῦ	l-s---mg-	ὁ
δεσπότου	n-s---mg-	δεσπότης
·	u--------	·
οἱ	l-p---mn-	ὁ
μάρτυρες	n-p---mn-	μάρτυς
δὲ	g--------	δέ
συμμαχοῦσιν	v3ppia---	συμμαχέω
ὡς	c--------	ὡς
φίλω	a-s---md-	φίλος
","	u--------	","
ῥίπτοντες	v-pppamn-	ῥίπτω
ἐχθροὺς	a-p---ma-	ἐχθρός
τοὺς	l-p---ma-	ὁ
ποσὶ	n-p---md-	ποῦς
προκειμένους	v-pppema-	πρόκειμαι
·	u--------	·
Τὸ	l-s---na-	ὁ
πνεῦμα	n-s---na-	πνεῦμα
γλώσσας	n-p---fa-	γλώσσα
τοῖς	l-p---md-	ὁ
μαθηταῖς	n-p---md-	μαθητής
πυρφόρους	a-p---fa-	πυρφόρος
ἄνωθεν	d--------	ἄνωθεν
ἐλθὼν	v-sapamn-	ἔρχομαι
οὐσιωδῶς	d--------	οὐσιώδης
προσνέμει	v3spia---	προσνέμω
.	u--------	.
Τὸ	l-s---na-	ὁ
πταῖσμα	n-s---na-	πταῖσμα
ῥείθροις	n-p---nd-	ῥεῖθρον
δακρύων	n-p---ng-	δάκρυον
κλύσας	v-sapamn-	κλύω
Πέτρος	n-s---mn-	Πέτρος
κλειδούχος	n-s---mn-	κλειδοῦχος
αὖθις	d--------	αὖθις
οὐρανῶν	n-p---mg-	οὐρανός
ὡς	c--------	ὡς
πρὶν	d--------	πρίν
μένει	v3spia---	μένω
ὃν	p-s---ca-	ὅς
ἄγγελοι	n-p---mn-	ἄγγελος
τρέμουσιν	v3ppia---	τρέμω
ἐμφανῶς	d--------	ἐμφανής
βλέπειν	v--pna---	βλέπω
Τὸν	l-s---ma-	ὁ
δεσπότην	n-s---ma-	δεσπότης
ὕμνησον	v2sama---	ὑμνέω
ἡ	l-s---fn-	ὁ
κτιστὴ	a-s---fn-	κτιστός
φύσις	n-s---fn-	φύσις
Τὸν	l-s---ma-	ὁ
Ἐζεκίαν	n-s---ma-	Ἐζεκίας
εὐλογοῦντα	v-sppama-	εὐλογέω
μοι	p1s---cd-	ἐγώ
σκόπει	v2spma---	σκοπέω
Τὸν	l-s---ma-	ὁ
ἐκ	r--------	ἐκ
τελώνου	n-s---mg-	τελώνης
θαύμαστον	v2sama---	θαυμάζω
θεηγόρον	n-s---ma-	θεηγόρος
·	u--------	·
εὐαγγελιστὴν	n-s---ma-	εὐαγγελιστής
πρώτον	a-s---mas	πρότερος
ἐκλελεγμένον	v-srppma-	ἐκλέγω
·	u--------	·
ὀλέθριον	a-s---na-	ὀλέθριος
λοιπόντα	v-sapama-	λείπω
κέρδος	n-s---na-	κέρδος
χρημάτων	n-p---ng-	χρῆμα
·	u--------	·
καὶ	g--------	καί
ζῶντα	v-sppama-	ζήω
κερδήσαντα	v-sapama-	κερδαίνω
τὸν	l-s---ma-	ὁ
θεὸν	n-s---ma-	θεός
λόγον	n-s---ma-	λόγος
·	u--------	·
ἔθνη	n-p---na-	ἔθνος
μαθητεύσατα	v-sapama-	μαθητεύω
πάντα	a-p---na-	πᾶς
καὶ	g--------	καί
κόσμον	n-s---ma-	κόσμος
·	u--------	·
καλῶς	d--------	καλός
τελωνήσαντα	v-sapama-	τελωνέω
καὶ	g--------	καί
σωτηρίως	d--------	σωτήριος
·	u--------	·
ματθαῖος	n-s---mn-	Ματθαῖος
οὗτος	p-s---cn-	οὗτος
ὃς	p-s---cn-	ὅς
διδάσκει	v3spia---	διδάσκω
συγγράφων	v-sppamn-	συγγράφω
·	u--------	·
ὡς	c--------	ὡς
ἐν	r--------	ἐν
σαγίνη	n-s---fd-	σαγήνη
τῆ	l-s---fd-	ὁ
θεοπλόκω	a-s---fd-	θεόπλοκος
βίβλω	n-s---fd-	βίβλος
·	u--------	·
πλέκοντα	v-pppana-	πλέκω
θεῖα	a-p---na-	θεῖος
τοῦ	l-s---mg-	ὁ
κενωθέντος	v-sappmg-	κενόω
λόγου	n-s---mg-	λόγος
·	u--------	·
καὶ	g--------	καί
σάρκα	n-s---fa-	σάρξ
πρὸς	r--------	πρός
λαβόντα	v-sapama-	λαμβάνω
ἐκ	r--------	ἐκ
τῆς	l-s---fg-	ὁ
παρθένου	n-s---fg-	παρθένος
·	u--------	·
